Company ,Salesperson ,Total Sales ,Total Lbs ,Sales Mar 2020,Sales Apr 2020,Sales May 2020,Sales Jun 2020,Sales Jul 2020,Sales Aug 2020,Pounds Shipped Mar 2020,Pounds Shipped Apr 2020,Pounds Shipped May 2020,Pounds Shipped Jun 2020,Pounds Shipped Jul 2020,Pounds Shipped Aug 2020
Company-750,Salesperson8,4376.0,1584.0,2398.0,1978.0,,,,,935.0,649.0,,,,
Company-751,Salesperson6,822.0,582.0,,,,822.0,,,,,,582.0,,
Company-752,Salesperson13,90.0,9.0,,,,90.0,,,,,,9.0,,
Company-753,Salesperson13,269.0,164.0,,269.0,,,,,,164.0,,,,
Company-754,Salesperson13,269.0,54.0,,,,269.0,,,,,,54.0,,
Company-755,Salesperson7,588.0,680.0,,383.0,,,,205.0,,474.0,,,,206.0
Company-756,Salesperson8,4501.0,4227.0,,,,4501.0,,,,,,4227.0,,
Company-757,Salesperson5,659.0,326.0,,,,659.0,,,,,,326.0,,
Company-758,Salesperson5,656.0,146.0,,,,,656.0,,,,,,146.0,
Company-759,Salesperson8,3177.0,969.0,1946.0,254.0,586.0,,,391.0,200.0,117.0,344.0,,,308.0
Company-76,Salesperson13,818.0,153.0,,,,232.0,,586.0,,,,51.0,,102.0
Company-760,Salesperson7,2912.0,3104.0,1459.0,776.0,,677.0,,,1656.0,734.0,,714.0,,
Company-761,Salesperson10,2483.0,580.0,,,,,,2483.0,,,,,,580.0
Company-762,Salesperson7,2777.0,1578.0,92.0,2564.0,,,121.0,,60.0,1334.0,,,184.0,
Company-763,Salesperson4,12293.0,9588.0,9085.0,261.0,,2264.0,683.0,,6992.0,272.0,,1924.0,400.0,
Company-764,Salesperson6,225.0,306.0,,123.0,,,102.0,,,152.0,,,154.0,
Company-765,Salesperson7,16718.0,17314.0,2329.0,5565.0,1931.0,3988.0,2905.0,,1684.0,7242.0,1002.0,3512.0,3874.0,
Company-766,Salesperson6,406.0,107.0,,100.0,,306.0,,,,11.0,,96.0,,
Company-767,Salesperson6,1082.0,596.0,,1082.0,,,,,,596.0,,,,
Company-768,Salesperson5,1031.0,194.0,,,,,1031.0,,,,,,194.0,
Company-769,Salesperson5,3020.0,1253.0,2596.0,,325.0,99.0,,,913.0,,336.0,4.0,,
Company-77,Salesperson13,210.0,354.0,,,,,210.0,,,,,,354.0,
Company-770,Salesperson13,7492.0,3492.0,1485.0,467.0,,5042.0,,498.0,580.0,254.0,,2374.0,,284.0
Company-771,Salesperson8,875.0,79.0,,,,472.0,403.0,,,,,43.0,36.0,
Company-772,Salesperson5,1169.0,1062.0,,,,900.0,269.0,,,,,712.0,350.0,
Company-773,Salesperson6,1017.0,516.0,,743.0,115.0,,159.0,,,242.0,112.0,,162.0,
Company-774,Salesperson6,4576.0,611.0,,103.0,,2453.0,,2020.0,,13.0,,300.0,,298.0
Company-775,Salesperson13,2457.0,1346.0,675.0,,1782.0,,,,326.0,,1020.0,,,
Company-776,Salesperson6,2939.0,1982.0,451.0,,,1999.0,489.0,,142.0,,,1408.0,432.0,
Company-777,Salesperson13,5682.0,5018.0,133.0,1012.0,256.0,1883.0,572.0,1826.0,17.0,493.0,298.0,1544.0,708.0,1958.0
Company-778,Salesperson9,2867.0,2378.0,,,1483.0,1384.0,,,,,924.0,1454.0,,
Company-779,Salesperson13,254.0,33.0,,254.0,,,,,,33.0,,,,
Company-78,Salesperson6,14946.0,10479.0,2581.0,6678.0,2772.0,892.0,532.0,1491.0,549.0,4410.0,3226.0,528.0,680.0,1086.0
Company-780,Salesperson9,239.0,194.0,239.0,,,,,,194.0,,,,,
Company-781,Salesperson7,122203.0,86633.0,18218.0,23181.0,28258.0,29088.0,16990.0,6468.0,13534.0,12038.0,21414.0,22479.0,14998.0,2170.0
Company-782,Salesperson6,88.0,32.0,,88.0,,,,,,32.0,,,,
Company-783,Salesperson6,220.0,190.0,100.0,,,120.0,,,64.0,,,126.0,,
Company-784,Salesperson9,2588.0,1705.0,1042.0,625.0,,262.0,659.0,,615.0,456.0,,178.0,456.0,
Company-785,Salesperson6,2306.0,2384.0,,,2306.0,,,,,,2384.0,,,
Company-786,Salesperson8,2489.0,1883.0,560.0,492.0,727.0,710.0,,,368.0,472.0,536.0,507.0,,
Company-787,Salesperson6,184.0,296.0,,184.0,,,,,,296.0,,,,
Company-788,Salesperson7,1471.0,846.0,995.0,,,,476.0,,422.0,,,,424.0,
Company-789,Salesperson8,369.0,58.0,,,,369.0,,,,,,58.0,,
Company-79,Salesperson9,944.0,1040.0,,,,,,944.0,,,,,,1040.0
Company-790,Salesperson6,5479.0,8430.0,,3851.0,719.0,,814.0,95.0,,6100.0,1034.0,,1248.0,48.0
Company-791,Salesperson4,147.0,20.0,,,,,147.0,,,,,,20.0,
Company-791,Salesperson6,1602.0,924.0,,,,,,1602.0,,,,,,924.0
Company-792,Salesperson13,6334.0,1974.0,,,1198.0,4331.0,692.0,113.0,,,501.0,920.0,429.0,124.0
Company-793,Salesperson13,4722.0,5277.0,787.0,1040.0,247.0,2071.0,269.0,308.0,1120.0,1363.0,123.0,1769.0,444.0,458.0
Company-794,Salesperson13,2794.0,571.0,564.0,1216.0,,628.0,386.0,,114.0,269.0,,114.0,74.0,
Company-795,Salesperson13,847.0,620.0,847.0,,,,,,620.0,,,,,
Company-796,Salesperson10,160.0,80.0,160.0,,,,,,80.0,,,,,
Company-797,Salesperson9,3301.0,1576.0,,,,3301.0,,,,,,1576.0,,
Company-798,Salesperson7,667.0,260.0,,,,469.0,99.0,99.0,,,,222.0,22.0,16.0
Company-799,Salesperson13,4826.0,685.0,4826.0,,,,,,685.0,,,,,
Company-80,Salesperson8,3388.0,2756.0,1694.0,,1694.0,,,,1372.0,,1384.0,,,
Company-800,Salesperson6,3052.0,2130.0,1477.0,320.0,1255.0,,,,958.0,396.0,776.0,,,
Company-801,Salesperson8,9833.0,2264.0,409.0,994.0,1958.0,6026.0,446.0,,186.0,132.0,254.0,1448.0,244.0,
Company-802,Salesperson6,826.0,1430.0,488.0,338.0,,,,,914.0,516.0,,,,
Company-803,Salesperson8,251.0,70.0,251.0,,,,,,70.0,,,,,
Company-804,Salesperson13,772.0,102.0,,,,,772.0,,,,,,102.0,
Company-805,Salesperson5,2380.0,3340.0,2380.0,,,,,,3340.0,,,,,
Company-806,Salesperson14,2840.0,3692.0,,433.0,1315.0,,1092.0,,,580.0,1704.0,,1408.0,
Company-807,Salesperson7,1098.0,954.0,,644.0,,454.0,,,,748.0,,206.0,,
Company-808,Salesperson5,5442.0,6647.0,513.0,758.0,3470.0,295.0,406.0,,625.0,938.0,4258.0,348.0,478.0,
Company-809,Salesperson7,424.0,410.0,219.0,,,,,205.0,234.0,,,,,176.0
Company-81,Salesperson7,22463.0,30858.0,4290.0,18173.0,,,,,6132.0,24726.0,,,,
Company-810,Salesperson6,291.0,150.0,,,291.0,,,,,,150.0,,,
Company-811,Salesperson9,1019.0,1194.0,273.0,0.0,,746.0,,,414.0,88.0,,692.0,,
Company-812,Salesperson7,3072.0,5574.0,3072.0,,,,,,5574.0,,,,,
Company-813,Salesperson6,1274.0,964.0,515.0,519.0,152.0,,88.0,,490.0,326.0,110.0,,38.0,
Company-814,Salesperson7,353.0,62.0,233.0,,,120.0,,,42.0,,,20.0,,
Company-815,Salesperson13,96.0,31.0,,96.0,,,,,,31.0,,,,
Company-816,Salesperson13,276.0,198.0,,,170.0,106.0,,,,,143.0,55.0,,
Company-817,Salesperson10,847.0,1288.0,,362.0,485.0,,,,,672.0,616.0,,,
Company-818,Salesperson5,942.0,478.0,798.0,,144.0,,,,368.0,,110.0,,,
Company-819,Salesperson13,462.0,90.0,,,260.0,,202.0,,,,48.0,,42.0,
Company-82,Salesperson13,3006.0,3267.0,,,,3006.0,,,,,,3267.0,,
Company-820,Salesperson8,250.0,29.0,,,,,250.0,,,,,,29.0,
Company-821,Salesperson13,2509.0,1990.0,1238.0,267.0,351.0,341.0,312.0,,938.0,154.0,228.0,484.0,186.0,
Company-822,Salesperson13,2547.0,2545.0,504.0,1857.0,,,124.0,62.0,471.0,1934.0,,,114.0,26.0
Company-823,Salesperson13,1419.0,1530.0,,,,1419.0,,,,,,1530.0,,
Company-824,Salesperson6,8639.0,1231.0,356.0,881.0,7265.0,137.0,,,17.0,101.0,1086.0,27.0,,
Company-825,Salesperson6,6191.0,1043.0,907.0,293.0,3963.0,,1028.0,,208.0,49.0,650.0,,136.0,
Company-826,Salesperson13,16314.0,19436.0,,,16314.0,,,,,,19436.0,,,
Company-827,Salesperson6,1222.0,1582.0,,,1222.0,,,,,,1582.0,,,
Company-828,Salesperson8,89.0,12.0,,89.0,,,,,,12.0,,,,
Company-829,Salesperson17,565.0,752.0,,565.0,,,,,,752.0,,,,
Company-829,Salesperson6,22341.0,18176.0,1474.0,6917.0,6548.0,4034.0,1443.0,1925.0,1822.0,3192.0,8443.0,1385.0,1924.0,1410.0
Company-83,Salesperson6,3423.0,3158.0,585.0,1278.0,,,1560.0,,490.0,1586.0,,,1082.0,
Company-830,Salesperson9,1622.0,414.0,1197.0,,,,172.0,253.0,178.0,,,,56.0,180.0
Company-831,Salesperson6,124.0,24.0,,124.0,,,,,,24.0,,,,
Company-832,Salesperson8,213.0,80.0,,,,,,213.0,,,,,,80.0
Company-833,Salesperson6,1532.0,291.0,,445.0,,,,1087.0,,63.0,,,,228.0
Company-834,Salesperson5,6460.0,5009.0,3318.0,,,641.0,2214.0,287.0,2580.0,,,406.0,1800.0,223.0
Company-835,Salesperson6,3359.0,5105.0,1805.0,,,,1094.0,460.0,2501.0,,,,1896.0,708.0
Company-836,Salesperson13,174.0,59.0,,174.0,,,,,,59.0,,,,
Company-837,Salesperson8,2197.0,373.0,,,,,2197.0,,,,,,373.0,
Company-838,Salesperson6,437.0,652.0,,437.0,,,,,,652.0,,,,
Company-839,Salesperson6,1796.0,2266.0,,,1037.0,759.0,,,,,1330.0,936.0,,
Company-84,Salesperson13,896.0,293.0,296.0,501.0,99.0,,,,96.0,158.0,39.0,,,
Company-840,Salesperson6,356.0,360.0,,356.0,,,,,,360.0,,,,
Company-841,Salesperson13,459.0,92.0,,,,,459.0,,,,,,92.0,
Company-842,Salesperson7,196.0,13.0,196.0,,,,,,13.0,,,,,
Company-843,Salesperson8,11492.0,1341.0,1867.0,288.0,1143.0,2440.0,5754.0,,267.0,34.0,133.0,261.0,646.0,
Company-844,Salesperson9,2487.0,1234.0,,,972.0,743.0,772.0,,,,472.0,350.0,412.0,
Company-845,Salesperson8,90.0,27.0,,,90.0,,,,,,27.0,,,
Company-846,Salesperson8,38408.0,41988.0,2166.0,7960.0,687.0,27595.0,,,2121.0,8742.0,611.0,30514.0,,
Company-847,Salesperson13,809.0,1110.0,,809.0,,,,,,1110.0,,,,
Company-848,Salesperson8,2202.0,782.0,722.0,768.0,146.0,,566.0,,235.0,306.0,24.0,,217.0,
Company-849,Salesperson7,1195.0,418.0,,,,,1195.0,,,,,,418.0,
Company-85,Salesperson5,327.0,333.0,,,,327.0,,,,,,333.0,,
Company-850,Salesperson6,1564.0,718.0,81.0,150.0,516.0,139.0,473.0,205.0,50.0,212.0,60.0,190.0,76.0,130.0
Company-851,Salesperson6,1136.0,530.0,122.0,131.0,,,655.0,228.0,54.0,110.0,,,102.0,264.0
Company-852,Salesperson6,39772.0,4658.0,34128.0,,820.0,4245.0,,579.0,2420.0,,398.0,1126.0,,714.0
Company-853,Salesperson6,993.0,146.0,,,319.0,,240.0,434.0,,,48.0,,36.0,62.0
Company-854,Salesperson13,105.0,84.0,,,,105.0,,,,,,84.0,,
Company-855,Salesperson7,25108.0,40638.0,11623.0,5123.0,8362.0,,,,16930.0,8726.0,14982.0,,,
Company-856,Salesperson7,2594.0,3554.0,,,,2028.0,566.0,,,,,2814.0,740.0,
Company-857,Salesperson7,3305.0,4920.0,,642.0,1465.0,1198.0,,,,1006.0,2188.0,1726.0,,
Company-858,Salesperson8,78237.0,87357.0,14548.0,28611.0,4628.0,12444.0,16549.0,1457.0,18159.0,31690.0,5661.0,10655.0,19621.0,1571.0
Company-859,Salesperson8,4138.0,642.0,673.0,2944.0,249.0,,272.0,,73.0,504.0,28.0,,37.0,
Company-86,Salesperson7,45000.0,48470.0,,,,45000.0,,,,,,48470.0,,
Company-860,Salesperson9,17519.0,21588.0,,,5580.0,5933.0,6006.0,,,,7216.0,7142.0,7230.0,
Company-861,Salesperson7,76954.0,46557.0,18063.0,17563.0,21556.0,11364.0,5747.0,2661.0,7579.0,11458.0,14220.0,9863.0,2455.0,982.0
Company-862,Salesperson7,140850.0,248836.0,29608.0,17042.0,44950.0,23274.0,17326.0,8650.0,53615.0,28049.0,81161.0,41630.0,29611.0,14770.0
Company-863,Salesperson13,29225.0,25188.0,11896.0,1875.0,1682.0,6112.0,1754.0,5906.0,6664.0,1758.0,1760.0,6448.0,1924.0,6634.0
Company-864,Salesperson13,605.0,115.0,102.0,100.0,,,403.0,,25.0,11.0,,,79.0,
Company-865,Salesperson13,760.0,156.0,211.0,326.0,,,223.0,,45.0,69.0,,,42.0,
Company-866,Salesperson8,2620.0,1204.0,61.0,293.0,1202.0,639.0,,425.0,174.0,73.0,399.0,402.0,,156.0
Company-867,Salesperson9,393.0,578.0,393.0,,,,,,578.0,,,,,
Company-868,Salesperson6,401.0,116.0,,83.0,,318.0,,,,65.0,,51.0,,
Company-869,Salesperson8,100.0,10.0,100.0,,,,,,10.0,,,,,
Company-87,Salesperson13,900.0,152.0,,,,181.0,239.0,480.0,,,,32.0,46.0,74.0
Company-870,Salesperson7,585.0,84.0,,57.0,95.0,433.0,,,,6.0,12.0,66.0,,
Company-871,Salesperson13,25504.0,30666.0,9688.0,10224.0,2132.0,2850.0,610.0,,11322.0,12734.0,2318.0,3516.0,776.0,
Company-872,Salesperson8,161.0,27.0,,,161.0,,,,,,27.0,,,
Company-873,Salesperson5,7326.0,5615.0,882.0,2657.0,1614.0,266.0,1713.0,194.0,534.0,2059.0,1349.0,171.0,1394.0,108.0
Company-874,Salesperson13,20297.0,4093.0,,,20297.0,,,,,,4093.0,,,
Company-875,Salesperson13,80715.0,105499.0,27129.0,17133.0,13563.0,9082.0,10146.0,3662.0,39624.0,19552.0,17397.0,11404.0,12826.0,4696.0
Company-876,Salesperson13,20958.0,16820.0,5242.0,2632.0,6337.0,777.0,,5970.0,4048.0,2034.0,5248.0,1010.0,,4480.0
Company-877,Salesperson7,1135.0,982.0,,1135.0,,,,,,982.0,,,,
Company-878,Salesperson8,157157.0,169234.0,33772.0,43216.0,20311.0,21075.0,38457.0,326.0,37482.0,45529.0,22318.0,22635.0,41048.0,222.0
Company-879,Salesperson8,835.0,61.0,183.0,,216.0,436.0,,,14.0,,16.0,31.0,,
Company-88,Salesperson7,2267.0,632.0,107.0,,,251.0,,1909.0,30.0,,,70.0,,532.0
Company-880,Salesperson8,97421.0,7926.0,27440.0,19097.0,26711.0,8677.0,6170.0,9326.0,2222.0,1516.0,2187.0,657.0,486.0,858.0
Company-881,Salesperson13,570.0,512.0,570.0,,,,,,512.0,,,,,
Company-882,Salesperson6,2104.0,3110.0,,,,1212.0,892.0,,,,,2018.0,1092.0,
Company-883,Salesperson13,2793.0,3809.0,956.0,174.0,,1359.0,304.0,,1212.0,200.0,,1967.0,430.0,
Company-884,Salesperson7,686.0,838.0,,,686.0,,,,,,838.0,,,
Company-885,Salesperson6,11694.0,17062.0,1945.0,4028.0,1194.0,2111.0,1765.0,651.0,2688.0,6412.0,1906.0,3168.0,2784.0,104.0
Company-886,Salesperson6,2673.0,498.0,560.0,2113.0,,,,,108.0,390.0,,,,
Company-887,Salesperson8,2889.0,183.0,2889.0,,,,,,183.0,,,,,
Company-888,Salesperson8,66228.0,60154.0,13079.0,13300.0,19350.0,12421.0,6726.0,1352.0,7440.0,15459.0,9976.0,18579.0,7765.0,935.0
Company-889,Salesperson13,7686.0,8318.0,4159.0,,,3131.0,396.0,,4200.0,,,3826.0,292.0,
Company-89,Salesperson13,680.0,150.0,,,545.0,135.0,,,,,132.0,18.0,,
Company-890,Salesperson13,183.0,28.0,,,,,183.0,,,,,,28.0,
Company-891,Salesperson7,2023.0,2038.0,,,,,2023.0,,,,,,2038.0,
Company-892,Salesperson8,1789.0,302.0,,139.0,,,1650.0,,,17.0,,,285.0,
Company-893,Salesperson4,1676.0,264.0,,,1676.0,,,,,,264.0,,,
Company-894,Salesperson7,160.0,154.0,,,160.0,,,,,,154.0,,,
Company-895,Salesperson13,4176.0,3306.0,,,,3695.0,481.0,,,,,2844.0,462.0,
Company-896,Salesperson13,11274.0,12668.0,2585.0,,7426.0,634.0,,629.0,2487.0,,8569.0,776.0,,836.0
Company-897,Salesperson13,2098.0,627.0,583.0,1259.0,256.0,,,,209.0,238.0,180.0,,,
Company-898,Salesperson4,648.0,336.0,648.0,,,,,,336.0,,,,,
Company-899,Salesperson8,370.0,40.0,370.0,,,,,,40.0,,,,,
Company-9,Salesperson2,6993.0,7046.0,2223.0,,3705.0,,1065.0,,2326.0,,3894.0,,826.0,
Company-90,Salesperson8,4980.0,7842.0,4980.0,,,,,,7842.0,,,,,
Company-900,Salesperson10,4623.0,443.0,,4400.0,,,223.0,,,409.0,,,34.0,
Company-901,Salesperson7,1056.0,1640.0,344.0,,,712.0,,,564.0,,,1076.0,,
Company-902,Salesperson8,94.0,59.0,,94.0,,,,,,59.0,,,,
Company-903,Salesperson7,553.0,417.0,,,,,195.0,358.0,,,,,169.0,248.0
Company-904,Salesperson8,2234.0,467.0,,1344.0,,368.0,522.0,,,248.0,,87.0,132.0,
Company-905,Salesperson7,253.0,332.0,,,,,,253.0,,,,,,332.0
Company-906,Salesperson7,1457.0,795.0,,,870.0,,587.0,,,,393.0,,402.0,
Company-907,Salesperson13,89713.0,67254.0,31562.0,12174.0,9949.0,15267.0,20677.0,84.0,24288.0,7794.0,7920.0,11348.0,15858.0,46.0
Company-908,Salesperson6,17981.0,3046.0,2686.0,4289.0,2680.0,996.0,5307.0,2023.0,426.0,908.0,436.0,146.0,812.0,318.0
Company-909,Salesperson5,3681.0,2829.0,1583.0,,694.0,377.0,608.0,419.0,1481.0,,340.0,50.0,668.0,290.0
Company-91,Salesperson6,8449.0,6583.0,2457.0,1612.0,,2322.0,,2058.0,1962.0,1451.0,,1728.0,,1442.0
Company-910,Salesperson7,8505.0,9946.0,8505.0,,,,,,9946.0,,,,,
Company-911,Salesperson7,1983.0,1600.0,,,593.0,167.0,1223.0,,,,496.0,132.0,972.0,
Company-912,Salesperson8,578.0,160.0,578.0,,,,,,160.0,,,,,
Company-913,Salesperson8,361.0,114.0,,,361.0,,,,,,114.0,,,
Company-914,Salesperson8,1441.0,323.0,,,,,1441.0,,,,,,323.0,
Company-915,Salesperson7,590.0,612.0,,,,590.0,,,,,,612.0,,
Company-916,Salesperson6,233.0,248.0,,233.0,,,,,,248.0,,,,
Company-917,Salesperson8,955.0,346.0,955.0,,,,,,346.0,,,,,
Company-918,Salesperson7,2124.0,1978.0,,1550.0,574.0,,,,,1296.0,682.0,,,
Company-919,Salesperson8,4644.0,1024.0,,,4644.0,,,,,,1024.0,,,
Company-92,Salesperson15,555.0,46.0,,,,555.0,,,,,,46.0,,
Company-920,Salesperson13,1342.0,214.0,356.0,,329.0,657.0,,,51.0,,51.0,112.0,,
Company-921,Salesperson8,20559.0,4287.0,2644.0,6267.0,968.0,4215.0,5940.0,525.0,830.0,1241.0,179.0,738.0,1205.0,94.0
Company-922,Salesperson8,316.0,71.0,,316.0,,,,,,71.0,,,,
Company-923,Salesperson13,101.0,30.0,101.0,,,,,,30.0,,,,,
Company-924,Salesperson13,210.0,34.0,,,,,210.0,,,,,,34.0,
Company-925,Salesperson13,110.0,21.0,,,,,110.0,,,,,,21.0,
Company-926,Salesperson13,657.0,493.0,133.0,,,132.0,167.0,225.0,65.0,,,98.0,122.0,208.0
Company-927,Salesperson9,195.0,130.0,,,,195.0,,,,,,130.0,,
Company-928,Salesperson10,754.0,120.0,,,,754.0,,,,,,120.0,,
Company-929,Salesperson13,4285.0,4750.0,,2121.0,2083.0,81.0,,,,2320.0,2380.0,50.0,,
Company-93,Salesperson6,1812.0,2206.0,,469.0,,,1343.0,,,276.0,,,1930.0,
Company-930,Salesperson6,2390.0,2118.0,,699.0,1003.0,,688.0,,,398.0,686.0,,1034.0,
Company-931,Salesperson8,1250.0,1232.0,,1250.0,,,,,,1232.0,,,,
Company-932,Salesperson9,677.0,738.0,,,677.0,,,,,,738.0,,,
Company-933,Salesperson6,296.0,356.0,,,,,296.0,,,,,,356.0,
Company-934,Salesperson13,174.0,34.0,,,,,,174.0,,,,,,34.0
Company-935,Salesperson8,28417.0,20192.0,3885.0,4258.0,223.0,12786.0,6590.0,675.0,2681.0,2543.0,106.0,10351.0,4117.0,394.0
Company-936,Salesperson7,2111.0,2272.0,396.0,,743.0,,972.0,,506.0,,760.0,,1006.0,
Company-937,Salesperson17,5571.0,7140.0,,5571.0,,,,,,7140.0,,,,
Company-937,Salesperson6,10793.0,16931.0,,,4106.0,,6687.0,,,,6365.0,,10566.0,
Company-938,Salesperson7,130972.0,254169.0,23092.0,25767.0,41945.0,20232.0,17015.0,2921.0,48323.0,45992.0,72971.0,46387.0,34917.0,5579.0
Company-939,Salesperson13,1229.0,1305.0,160.0,288.0,517.0,264.0,,,167.0,229.0,674.0,235.0,,
Company-94,Salesperson15,1831.0,2006.0,,,,,1831.0,,,,,,2006.0,
Company-940,Salesperson6,28576.0,6038.0,8712.0,,,19864.0,,,1834.0,,,4204.0,,
Company-941,Salesperson13,3611.0,2721.0,504.0,1645.0,376.0,209.0,877.0,,75.0,1814.0,438.0,36.0,358.0,
Company-942,Salesperson8,3711.0,696.0,,,1227.0,2484.0,,,,,160.0,536.0,,
Company-943,Salesperson13,108.0,78.0,,,,,108.0,,,,,,78.0,
Company-944,Salesperson4,2348.0,1744.0,,1552.0,,796.0,,,,1270.0,,474.0,,
Company-945,Salesperson4,748.0,322.0,94.0,,,,263.0,391.0,34.0,,,,128.0,160.0
Company-946,Salesperson7,9087.0,1054.0,261.0,3511.0,4491.0,,,824.0,34.0,442.0,486.0,,,92.0
Company-947,Salesperson9,1267.0,178.0,1267.0,,,,,,178.0,,,,,
Company-948,Salesperson8,295.0,222.0,,,295.0,,,,,,222.0,,,
Company-949,Salesperson6,1308.0,1288.0,1308.0,,,,,,1288.0,,,,,
Company-95,Salesperson7,3117.0,2388.0,,1888.0,76.0,,1065.0,88.0,,942.0,72.0,,1228.0,146.0
Company-950,Salesperson9,1520.0,406.0,,,,,,1520.0,,,,,,406.0
Company-951,Salesperson20,23243.0,3707.0,23243.0,,,,,,3707.0,,,,,
Company-951,Salesperson8,461.0,63.0,461.0,,,,,,63.0,,,,,
Company-952,Salesperson8,5908.0,7134.0,1093.0,1620.0,,2251.0,944.0,,1360.0,2000.0,,2873.0,901.0,
Company-953,Salesperson13,3254.0,2105.0,,,,2547.0,385.0,322.0,,,,1671.0,232.0,202.0
Company-954,Salesperson6,1735.0,1254.0,877.0,,,858.0,,,638.0,,,616.0,,
Company-955,Salesperson7,3168.0,3637.0,845.0,117.0,,1725.0,384.0,97.0,1346.0,119.0,,1754.0,410.0,8.0
Company-956,Salesperson13,89.0,13.0,89.0,,,,,,13.0,,,,,
Company-957,Salesperson8,432.0,353.0,,,432.0,,,,,,353.0,,,
Company-958,Salesperson13,5610.0,4888.0,2192.0,1550.0,585.0,1283.0,,,1643.0,1727.0,822.0,696.0,,
Company-959,Salesperson13,1398.0,848.0,,,89.0,91.0,459.0,759.0,,,67.0,71.0,438.0,272.0
Company-96,Salesperson6,6500.0,1232.0,1217.0,440.0,794.0,,1361.0,2688.0,210.0,106.0,154.0,,248.0,514.0
Company-960,Salesperson13,2651.0,455.0,2025.0,,,,361.0,265.0,348.0,,,,50.0,57.0
Company-961,Salesperson8,1288.0,359.0,,,,573.0,273.0,442.0,,,,159.0,75.0,125.0
Company-962,Salesperson13,100.0,12.0,,100.0,,,,,,12.0,,,,
Company-963,Salesperson6,937.0,470.0,,,,,937.0,,,,,,470.0,
Company-964,Salesperson9,377.0,69.0,377.0,,,,,,69.0,,,,,
Company-965,Salesperson8,1047.0,196.0,,,,,,1047.0,,,,,,196.0
Company-966,Salesperson13,658.0,700.0,,,390.0,,268.0,,,,406.0,,294.0,
Company-967,Salesperson8,2057.0,355.0,967.0,,1090.0,,,,151.0,,204.0,,,
Company-968,Salesperson13,1197.0,1015.0,,1058.0,,,139.0,,,940.0,,,75.0,
Company-969,Salesperson13,328.0,54.0,,,,,328.0,,,,,,54.0,
Company-97,Salesperson9,308.0,64.0,,,,308.0,,,,,,64.0,,
Company-970,Salesperson13,249.0,314.0,,,,249.0,,,,,,314.0,,
Company-971,Salesperson13,95.0,55.0,,,95.0,,,,,,55.0,,,
Company-972,Salesperson8,197.0,54.0,,,,197.0,,,,,,54.0,,
Company-973,Salesperson6,14458.0,18005.0,3659.0,3475.0,979.0,4528.0,1817.0,,4208.0,4178.0,1358.0,5914.0,2347.0,
Company-974,Salesperson10,571.0,518.0,,,,,571.0,,,,,,518.0,
Company-975,Salesperson8,5268.0,9311.0,,,,,5268.0,,,,,,9311.0,
Company-976,Salesperson9,2580.0,3122.0,,,,2580.0,,,,,,3122.0,,
Company-977,Salesperson6,52.0,24.0,,,,,52.0,,,,,,24.0,
Company-978,Salesperson7,91.0,27.0,,,91.0,,,,,,27.0,,,
Company-979,Salesperson10,1062.0,748.0,,,1062.0,,,,,,748.0,,,
Company-979,Salesperson6,13485.0,11540.0,3142.0,10343.0,,,,,2394.0,9146.0,,,,
Company-98,Salesperson7,49655.0,60134.0,15975.0,14962.0,7053.0,1969.0,9696.0,,17644.0,15232.0,7966.0,1520.0,17772.0,
Company-980,Salesperson6,3360.0,3052.0,281.0,400.0,,,1900.0,779.0,233.0,333.0,,,1841.0,645.0
Company-981,Salesperson8,184.0,39.0,,,184.0,,,,,,39.0,,,
Company-982,Salesperson6,2868.0,3478.0,,,351.0,1551.0,966.0,,,,194.0,1860.0,1424.0,
Company-982,Salesperson7,1405.0,1850.0,,,,,,1405.0,,,,,,1850.0
Company-983,Salesperson6,281.0,258.0,,281.0,,,,,,258.0,,,,
Company-984,Salesperson6,218.0,195.0,158.0,60.0,,,,,140.0,55.0,,,,
Company-985,Salesperson6,3084.0,3988.0,3084.0,,,,,,3988.0,,,,,
Company-986,Salesperson10,92.0,6.0,,,92.0,,,,,,6.0,,,
Company-987,Salesperson13,2655.0,807.0,,,,,2655.0,,,,,,807.0,
Company-988,Salesperson13,73290.0,166355.0,18887.0,7020.0,16027.0,10389.0,20967.0,,48406.0,14524.0,39076.0,19810.0,44539.0,
Company-989,Salesperson9,148060.0,158714.0,,64778.0,11400.0,37848.0,,34034.0,,64068.0,10606.0,38100.0,,45940.0
Company-99,Salesperson6,1504.0,2088.0,,,,1504.0,,,,,,2088.0,,
Company-990,Salesperson8,16628.0,1529.0,14217.0,2127.0,,,182.0,102.0,174.0,1162.0,,,113.0,80.0
Company-991,Salesperson5,134.0,32.0,,,134.0,,,,,,32.0,,,
Company-992,Salesperson13,1169.0,1292.0,,,1169.0,,,,,,1292.0,,,
Company-993,Salesperson4,1375.0,2354.0,877.0,,,206.0,,292.0,1460.0,,,396.0,,498.0
Company-994,Salesperson13,533.0,501.0,99.0,,434.0,,,,11.0,,490.0,,,
Company-995,Salesperson13,189.0,77.0,95.0,94.0,,,,,39.0,38.0,,,,
Company-996,Salesperson4,2636.0,1718.0,2056.0,,,,580.0,,1196.0,,,,522.0,
Company-997,Salesperson7,1172.0,1328.0,,,1172.0,,,,,,1328.0,,,
Company-998,Salesperson13,88.0,53.0,,,,,,88.0,,,,,,53.0
